order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
2460670,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460671,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460672,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460673,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460674,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460675,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460676,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460677,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460678,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460679,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460680,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460681,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460682,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460683,VALI TRADER COMPANY,shipped,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460684,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460685,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460686,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460687,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460688,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460689,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460690,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460691,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460692,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460693,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460694,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460695,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460696,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460697,VALI TRADER COMPANY,delivered,02-09-2012,02-09-2012,02-09-2012,02-09-2012,02-09-2012
2460698,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460699,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460700,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460701,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460702,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460703,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460704,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460705,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460706,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460707,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460708,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460709,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460710,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460711,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460712,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460713,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460714,VALI TRADER COMPANY,delivered,04-09-2012,04-09-2012,04-09-2012,04-09-2012,04-09-2012
2460715,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460716,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460717,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460718,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460719,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460720,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460721,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460722,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460723,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460724,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460725,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460726,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460727,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460728,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460729,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460730,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460731,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460733,VALI TRADER COMPANY,shipped,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460734,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460735,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460736,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460737,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460739,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460740,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460741,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460742,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460738,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460732,VALI TRADER COMPANY,delivered,05-09-2012,05-09-2012,05-09-2012,05-09-2012,05-09-2012
2460743,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460749,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460750,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460751,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460752,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460753,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460754,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460755,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460756,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460757,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460758,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460759,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460760,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460761,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460762,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460744,VALI TRADER COMPANY,shipped,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460745,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460746,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460747,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460748,VALI TRADER COMPANY,delivered,06-09-2012,06-09-2012,06-09-2012,06-09-2012,06-09-2012
2460763,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460764,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460765,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460766,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460767,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460768,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460769,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460770,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460771,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460772,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460773,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460774,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460775,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460776,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460777,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460778,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460779,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460780,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460781,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460782,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460783,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460784,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460785,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460786,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460787,VALI TRADER COMPANY,delivered,07-09-2012,07-09-2012,07-09-2012,07-09-2012,07-09-2012
2460788,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2460789,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2460790,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2460791,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2460792,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2460793,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2460794,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2460795,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2460796,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2460797,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2460800,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2460798,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2460799,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2463651,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2463652,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2463653,VALI TRADER COMPANY,delivered,08-09-2012,08-09-2012,08-09-2012,08-09-2012,08-09-2012
2463654,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463655,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463656,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463657,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463658,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463659,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463660,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463661,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463662,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463663,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463664,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463665,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463666,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463667,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463668,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463669,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463670,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463671,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463672,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463673,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463674,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463675,VALI TRADER COMPANY,delivered,10-09-2012,10-09-2012,10-09-2012,10-09-2012,10-09-2012
2463676,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463677,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463678,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463679,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463680,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463681,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463682,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463683,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463684,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463685,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463686,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463687,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463688,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463689,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463690,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463691,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463692,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463693,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463694,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463695,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463696,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463697,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463698,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463699,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463700,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463701,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463702,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463703,VALI TRADER COMPANY,delivered,10-09-2011,10-09-2011,10-09-2011,10-09-2011,10-09-2011
2463704,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463705,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463706,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463707,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463708,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463709,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463710,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463711,VALI TRADER COMPANY,processing,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463713,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463712,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463714,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463715,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463716,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463717,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463718,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463719,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463720,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463721,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463722,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463723,VALI TRADER COMPANY,delivered,11-09-2011,11-09-2011,11-09-2011,11-09-2011,11-09-2011
2463724,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463725,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463726,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463727,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463728,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463729,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463730,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463731,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463732,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463733,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463734,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463735,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463736,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463737,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463738,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463739,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463740,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463741,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463742,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463743,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463744,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463745,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463746,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463747,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463748,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463749,VALI TRADER COMPANY,shipped,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463756,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463755,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463751,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463752,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463754,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463753,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463750,VALI TRADER COMPANY,delivered,12-09-2011,12-09-2011,12-09-2011,12-09-2011,12-09-2011
2463757,VALI TRADER COMPANY,delivered,13-09-2011,13-09-2011,13-09-2011,13-09-2011,13-09-2011
2463762,VALI TRADER COMPANY,delivered,13-09-2011,13-09-2011,13-09-2011,13-09-2011,13-09-2011
2463763,VALI TRADER COMPANY,delivered,13-09-2011,13-09-2011,13-09-2011,13-09-2011,13-09-2011
2463764,VALI TRADER COMPANY,delivered,13-09-2011,13-09-2011,13-09-2011,13-09-2011,13-09-2011
2463765,VALI TRADER COMPANY,delivered,13-09-2011,13-09-2011,13-09-2011,13-09-2011,13-09-2011
2463766,VALI TRADER COMPANY,delivered,13-09-2011,13-09-2011,13-09-2011,13-09-2011,13-09-2011
2463767,VALI TRADER COMPANY,delivered,13-09-2011,13-09-2011,13-09-2011,13-09-2011,13-09-2011
2463768,VALI TRADER COMPANY,delivered,13-09-2011,13-09-2011,13-09-2011,13-09-2011,13-09-2011
2463769,VALI TRADER COMPANY,delivered,13-09-2011,13-09-2011,13-09-2011,13-09-2011,13-09-2011
2463770,VALI TRADER COMPANY,delivered,13-09-2011,13-09-2011,13-09-2011,13-09-2011,13-09-2011
2463771,VALI TRADER COMPANY,delivered,13-09-2011,13-09-2011,13-09-2011,13-09-2011,13-09-2011
