order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
4451184,1,484,AADI PLASTIC INDUSTRIES PVT LTD,20-06-2016,100,0
2407783,1,140,ANDHRA BANK,05-07-2016,1520,0
2407784,1,140,ANDHRA BANK,05-07-2016,1520,0
2407785,1,140,ANDHRA BANK,05-07-2016,1520,0
2407786,2,140,ANDHRA BANK,07-07-2016,1520,0
2407787,3,140,ANDHRA BANK,12-07-2016,1520,0
2407788,1,140,ANDHRA BANK,12-07-2016,1520,0
2407789,1,140,ANDHRA BANK,12-07-2016,1520,0
2407790,1,140,ANDHRA BANK,17-07-2016,1520,0
2407791,1,140,ANDHRA BANK,17-07-2016,1520,0
5419293,1,140,ANDHRA BANK,17-07-2016,1520,0
2407792,1,140,ANDHRA BANK,18-07-2016,1520,0
5419296,1,140,ANDHRA BANK,18-07-2016,1520,0
2407794,1,140,ANDHRA BANK,20-07-2016,1520,0
2407795,2,140,ANDHRA BANK,21-07-2016,1520,0
2407796,3,140,ANDHRA BANK,24-07-2016,1520,0
2407797,1,140,ANDHRA BANK,25-07-2016,1520,0
2407798,1,140,ANDHRA BANK,25-07-2016,1520,0
2407799,1,140,ANDHRA BANK,26-07-2016,1520,0
2407800,1,140,ANDHRA BANK,26-07-2016,1520,0
2407801,2,140,ANDHRA BANK,27-07-2016,1520,0
2407802,1,140,ANDHRA BANK,29-07-2016,1520,0
2407803,1,140,ANDHRA BANK,29-07-2016,1520,0
2407804,1,140,ANDHRA BANK,29-07-2016,1520,0
2407793,1,140,ANDHRA BANK,30-07-2016,1520,0
2407805,1,239,ANDHRA BANK,04-08-2016,465,0
2407806,1,239,ANDHRA BANK,04-08-2016,465,0
2450928,1,239,ANDHRA BANK,07-08-2016,465,0
2450929,1,239,ANDHRA BANK,07-08-2016,465,0
2407807,1,239,ANDHRA BANK,09-08-2016,465,0
2407808,1,239,ANDHRA BANK,09-08-2016,465,0
2407809,1,239,ANDHRA BANK,09-08-2016,465,0
2407810,1,239,ANDHRA BANK,10-08-2016,465,0
2407811,1,239,ANDHRA BANK,11-08-2016,465,0
2407812,1,239,ANDHRA BANK,11-08-2016,465,0
2407814,1,239,ANDHRA BANK,16-08-2016,465,0
2407813,1,239,ANDHRA BANK,16-08-2016,465,0
2407815,1,239,ANDHRA BANK,19-08-2016,465,0
2407816,1,239,ANDHRA BANK,19-08-2016,465,0
2451165,1,239,ANDHRA BANK,21-08-2016,465,0
2407817,1,239,ANDHRA BANK,23-08-2016,465,0
2407818,1,239,ANDHRA BANK,23-08-2016,465,0
2407819,1,239,ANDHRA BANK,24-08-2016,465,0
2407820,1,239,ANDHRA BANK,24-08-2016,465,0
2407821,1,239,ANDHRA BANK,29-08-2016,465,0
2407822,1,239,ANDHRA BANK,29-08-2016,465,0
2442978,1,376,ANDHRA BANK,06-09-2016,575,0
2442979,2,376,ANDHRA BANK,06-09-2016,575,0
2443079,1,376,ANDHRA BANK,11-09-2016,575,0
2443080,1,376,ANDHRA BANK,11-09-2016,575,0
2443081,1,376,ANDHRA BANK,11-09-2016,575,0
2407823,1,376,ANDHRA BANK,13-09-2016,575,0
2407824,2,376,ANDHRA BANK,13-09-2016,575,0
2407825,1,376,ANDHRA BANK,13-09-2016,575,0
2407826,1,376,ANDHRA BANK,13-09-2016,575,0
2407827,1,376,ANDHRA BANK,13-09-2016,575,0
2407828,1,376,ANDHRA BANK,13-09-2016,575,0
2407829,1,376,ANDHRA BANK,15-09-2016,575,0
2407830,1,376,ANDHRA BANK,15-09-2016,575,0
2407831,2,376,ANDHRA BANK,19-09-2016,575,0
2407832,1,376,ANDHRA BANK,19-09-2016,575,0
2407833,1,376,ANDHRA BANK,19-09-2016,575,0
2407834,1,376,ANDHRA BANK,22-09-2016,575,0
2407835,2,376,ANDHRA BANK,22-09-2016,575,0
2407836,1,376,ANDHRA BANK,22-09-2016,575,0
2407837,1,376,ANDHRA BANK,22-09-2016,575,0
2407838,1,376,ANDHRA BANK,26-09-2016,575,0
2407839,1,376,ANDHRA BANK,27-09-2016,575,0
2416064,1,98,ANGEL BROKING PVT LTD,01-07-2016,2680,0
2416094,1,98,ANGEL BROKING PVT LTD,03-07-2016,2680,0
5419263,1,98,ANGEL BROKING PVT LTD,03-07-2016,2680,0
2448215,1,98,ANGEL BROKING PVT LTD,05-07-2016,2680,0
2448216,1,98,ANGEL BROKING PVT LTD,05-07-2016,2680,0
2448217,2,98,ANGEL BROKING PVT LTD,05-07-2016,2680,0
2448227,1,98,ANGEL BROKING PVT LTD,05-07-2016,2680,0
2448275,1,98,ANGEL BROKING PVT LTD,08-07-2016,2680,0
2448294,1,98,ANGEL BROKING PVT LTD,10-07-2016,2680,0
2448296,1,98,ANGEL BROKING PVT LTD,10-07-2016,2680,0
2448295,1,98,ANGEL BROKING PVT LTD,10-07-2016,2680,0
2448335,1,98,ANGEL BROKING PVT LTD,12-07-2016,2680,0
2448362,1,98,ANGEL BROKING PVT LTD,13-07-2016,2680,0
2448372,1,98,ANGEL BROKING PVT LTD,14-07-2016,2680,0
2448373,1,98,ANGEL BROKING PVT LTD,14-07-2016,2680,0
2448374,2,98,ANGEL BROKING PVT LTD,14-07-2016,2680,0
2448385,1,98,ANGEL BROKING PVT LTD,15-07-2016,2680,0
2448386,1,98,ANGEL BROKING PVT LTD,15-07-2016,2680,0
2448401,1,98,ANGEL BROKING PVT LTD,17-07-2016,2680,0
2448418,1,98,ANGEL BROKING PVT LTD,18-07-2016,2680,0
2448419,1,98,ANGEL BROKING PVT LTD,18-07-2016,2680,0
2448444,1,98,ANGEL BROKING PVT LTD,20-07-2016,2680,0
2448445,1,98,ANGEL BROKING PVT LTD,20-07-2016,2680,0
2448470,1,98,ANGEL BROKING PVT LTD,22-07-2016,2680,0
2448471,1,98,ANGEL BROKING PVT LTD,22-07-2016,2680,0
2448606,1,98,ANGEL BROKING PVT LTD,27-07-2016,2680,0
2448607,1,98,ANGEL BROKING PVT LTD,27-07-2016,2680,0
2448608,1,98,ANGEL BROKING PVT LTD,27-07-2016,2680,0
2448629,1,98,ANGEL BROKING PVT LTD,28-07-2016,2680,0
2448630,1,98,ANGEL BROKING PVT LTD,28-07-2016,2680,0
2448649,1,98,ANGEL BROKING PVT LTD,29-07-2016,2680,0
2448650,1,98,ANGEL BROKING PVT LTD,29-07-2016,2680,0
2448682,1,98,ANGEL BROKING PVT LTD,31-07-2016,2680,0
2448689,1,240,ANGEL BROKING PVT LTD,01-08-2016,2330,0
2448690,1,240,ANGEL BROKING PVT LTD,01-08-2016,2330,0
2448725,1,240,ANGEL BROKING PVT LTD,02-08-2016,2330,0
2448726,1,240,ANGEL BROKING PVT LTD,02-08-2016,2330,0
2448727,1,240,ANGEL BROKING PVT LTD,02-08-2016,2330,0
2448728,1,240,ANGEL BROKING PVT LTD,02-08-2016,2330,0
2448754,2,240,ANGEL BROKING PVT LTD,03-08-2016,2330,0
2450908,1,240,ANGEL BROKING PVT LTD,05-08-2016,2330,0
2450909,2,240,ANGEL BROKING PVT LTD,05-08-2016,2330,0
2450923,3,240,ANGEL BROKING PVT LTD,07-08-2016,2330,0
2450976,4,240,ANGEL BROKING PVT LTD,09-08-2016,2330,0
2450977,1,240,ANGEL BROKING PVT LTD,09-08-2016,2330,0
2450978,1,240,ANGEL BROKING PVT LTD,09-08-2016,2330,0
2450979,1,240,ANGEL BROKING PVT LTD,09-08-2016,2330,0
2451002,2,240,ANGEL BROKING PVT LTD,10-08-2016,2330,0
2451050,1,240,ANGEL BROKING PVT LTD,14-08-2016,2330,0
2451058,1,240,ANGEL BROKING PVT LTD,14-08-2016,2330,0
2451086,1,240,ANGEL BROKING PVT LTD,16-08-2016,2330,0
2451100,1,240,ANGEL BROKING PVT LTD,17-08-2016,2330,0
2451113,1,240,ANGEL BROKING PVT LTD,18-08-2016,2330,0
2451170,1,240,ANGEL BROKING PVT LTD,21-08-2016,2330,0
2451171,1,240,ANGEL BROKING PVT LTD,21-08-2016,2330,0
2451172,2,240,ANGEL BROKING PVT LTD,21-08-2016,2330,0
2451200,3,240,ANGEL BROKING PVT LTD,23-08-2016,2330,0
2442825,1,240,ANGEL BROKING PVT LTD,24-08-2016,2330,0
2442826,1,240,ANGEL BROKING PVT LTD,24-08-2016,2330,0
2442827,1,240,ANGEL BROKING PVT LTD,24-08-2016,2330,0
2442828,1,240,ANGEL BROKING PVT LTD,24-08-2016,2330,0
2442829,1,240,ANGEL BROKING PVT LTD,24-08-2016,2330,0
2442830,1,240,ANGEL BROKING PVT LTD,24-08-2016,2330,0
2442831,1,240,ANGEL BROKING PVT LTD,24-08-2016,2330,0
2442930,1,377,ANGEL BROKING PVT LTD,01-09-2016,2160,0
2442931,1,377,ANGEL BROKING PVT LTD,01-09-2016,2160,0
2442932,1,377,ANGEL BROKING PVT LTD,01-09-2016,2160,0
2449431,1,377,ANGEL BROKING PVT LTD,06-09-2016,2160,0
2449432,1,377,ANGEL BROKING PVT LTD,06-09-2016,2160,0
2443022,1,377,ANGEL BROKING PVT LTD,07-09-2016,2160,0
2443032,2,377,ANGEL BROKING PVT LTD,09-09-2016,2160,0
2443060,1,377,ANGEL BROKING PVT LTD,09-09-2016,2160,0
2443061,1,377,ANGEL BROKING PVT LTD,09-09-2016,2160,0
2443062,1,377,ANGEL BROKING PVT LTD,09-09-2016,2160,0
2443063,1,377,ANGEL BROKING PVT LTD,09-09-2016,2160,0
2443066,1,377,ANGEL BROKING PVT LTD,09-09-2016,2160,0
2443076,1,377,ANGEL BROKING PVT LTD,11-09-2016,2160,0
2463803,1,377,ANGEL BROKING PVT LTD,12-09-2016,2160,0
2463804,1,377,ANGEL BROKING PVT LTD,12-09-2016,2160,0
2463833,1,377,ANGEL BROKING PVT LTD,14-09-2016,2160,0
2463862,1,377,ANGEL BROKING PVT LTD,15-09-2016,2160,0
2463863,1,377,ANGEL BROKING PVT LTD,15-09-2016,2160,0
2463967,1,377,ANGEL BROKING PVT LTD,16-09-2016,2160,0
2463990,1,377,ANGEL BROKING PVT LTD,19-09-2016,2160,0
2463888,1,377,ANGEL BROKING PVT LTD,21-09-2016,2160,0
2463889,1,377,ANGEL BROKING PVT LTD,21-09-2016,2160,0
2463898,1,377,ANGEL BROKING PVT LTD,21-09-2016,2160,0
2463899,1,377,ANGEL BROKING PVT LTD,21-09-2016,2160,0
2464018,1,377,ANGEL BROKING PVT LTD,23-09-2016,2160,0
2464026,1,377,ANGEL BROKING PVT LTD,23-09-2016,2160,0
2464027,1,377,ANGEL BROKING PVT LTD,23-09-2016,2160,0
2464041,1,377,ANGEL BROKING PVT LTD,25-09-2016,2160,0
2464049,1,377,ANGEL BROKING PVT LTD,25-09-2016,2160,0
2464072,1,377,ANGEL BROKING PVT LTD,26-09-2016,2160,0
2464073,1,377,ANGEL BROKING PVT LTD,26-09-2016,2160,0
2464074,1,377,ANGEL BROKING PVT LTD,26-09-2016,2160,0
2464075,1,377,ANGEL BROKING PVT LTD,26-09-2016,2160,0
2463921,1,377,ANGEL BROKING PVT LTD,28-09-2016,2160,0
2463922,1,377,ANGEL BROKING PVT LTD,28-09-2016,2160,0
2463942,1,377,ANGEL BROKING PVT LTD,29-09-2016,2160,0
2440440,1,172,BHARTI AXA LIFE INSURANCE,30-06-2016,430,0
2440441,1,172,BHARTI AXA LIFE INSURANCE,03-07-2016,430,0
2440442,1,172,BHARTI AXA LIFE INSURANCE,03-07-2016,430,0
2440443,1,172,BHARTI AXA LIFE INSURANCE,03-07-2016,430,0
2440444,1,172,BHARTI AXA LIFE INSURANCE,03-07-2016,430,0
2440446,1,172,BHARTI AXA LIFE INSURANCE,04-07-2016,430,0
2440447,1,172,BHARTI AXA LIFE INSURANCE,04-07-2016,430,0
2440448,1,172,BHARTI AXA LIFE INSURANCE,04-07-2016,430,0
2440445,1,172,BHARTI AXA LIFE INSURANCE,04-07-2016,430,0
2440449,1,172,BHARTI AXA LIFE INSURANCE,05-07-2016,430,0
2440450,1,172,BHARTI AXA LIFE INSURANCE,06-07-2016,430,0
2440451,1,172,BHARTI AXA LIFE INSURANCE,07-07-2016,430,0
2440452,1,172,BHARTI AXA LIFE INSURANCE,07-07-2016,430,0
2440453,2,172,BHARTI AXA LIFE INSURANCE,07-07-2016,430,0
2440454,1,172,BHARTI AXA LIFE INSURANCE,10-07-2016,430,0
2440455,1,172,BHARTI AXA LIFE INSURANCE,11-07-2016,430,0
2440456,1,172,BHARTI AXA LIFE INSURANCE,11-07-2016,430,0
2440457,1,172,BHARTI AXA LIFE INSURANCE,13-07-2016,430,0
2440458,1,172,BHARTI AXA LIFE INSURANCE,13-07-2016,430,0
2440459,1,172,BHARTI AXA LIFE INSURANCE,13-07-2016,430,0
2440460,1,172,BHARTI AXA LIFE INSURANCE,13-07-2016,430,0
2440461,1,172,BHARTI AXA LIFE INSURANCE,13-07-2016,430,0
2440462,1,172,BHARTI AXA LIFE INSURANCE,13-07-2016,430,0
2440463,2,172,BHARTI AXA LIFE INSURANCE,14-07-2016,430,0
2440464,1,172,BHARTI AXA LIFE INSURANCE,14-07-2016,430,0
2440465,1,172,BHARTI AXA LIFE INSURANCE,14-07-2016,430,0
2440466,1,172,BHARTI AXA LIFE INSURANCE,14-07-2016,430,0
2440491,1,241,BHARTI AXA LIFE INSURANCE,01-08-2016,1170,0
2440492,1,241,BHARTI AXA LIFE INSURANCE,01-08-2016,1170,0
2440493,1,241,BHARTI AXA LIFE INSURANCE,02-08-2016,1170,0
2440494,1,241,BHARTI AXA LIFE INSURANCE,02-08-2016,1170,0
2440495,1,241,BHARTI AXA LIFE INSURANCE,02-08-2016,1170,0
2440496,1,241,BHARTI AXA LIFE INSURANCE,03-08-2016,1170,0
2440497,1,241,BHARTI AXA LIFE INSURANCE,03-08-2016,1170,0
2440498,2,241,BHARTI AXA LIFE INSURANCE,03-08-2016,1170,0
2440499,1,241,BHARTI AXA LIFE INSURANCE,04-08-2016,1170,0
2440500,1,241,BHARTI AXA LIFE INSURANCE,04-08-2016,1170,0
2440501,1,241,BHARTI AXA LIFE INSURANCE,08-08-2016,1170,0
2440502,2,241,BHARTI AXA LIFE INSURANCE,09-08-2016,1170,0
2440503,1,241,BHARTI AXA LIFE INSURANCE,10-08-2016,1170,0
2440504,1,241,BHARTI AXA LIFE INSURANCE,10-08-2016,1170,0
2440505,1,241,BHARTI AXA LIFE INSURANCE,10-08-2016,1170,0
2440506,1,241,BHARTI AXA LIFE INSURANCE,10-08-2016,1170,0
2440507,1,241,BHARTI AXA LIFE INSURANCE,12-08-2016,1170,0
2440508,1,241,BHARTI AXA LIFE INSURANCE,14-08-2016,1170,0
2440509,1,241,BHARTI AXA LIFE INSURANCE,16-08-2016,1170,0
2440510,1,241,BHARTI AXA LIFE INSURANCE,16-08-2016,1170,0
2440468,1,241,BHARTI AXA LIFE INSURANCE,17-08-2016,1170,0
2440469,1,241,BHARTI AXA LIFE INSURANCE,17-08-2016,1170,0
2440470,1,241,BHARTI AXA LIFE INSURANCE,17-08-2016,1170,0
2440471,1,241,BHARTI AXA LIFE INSURANCE,17-08-2016,1170,0
2440472,1,241,BHARTI AXA LIFE INSURANCE,17-08-2016,1170,0
2440511,1,241,BHARTI AXA LIFE INSURANCE,17-08-2016,1170,0
2440473,1,241,BHARTI AXA LIFE INSURANCE,18-08-2016,1170,0
2440474,1,241,BHARTI AXA LIFE INSURANCE,18-08-2016,1170,0
2440512,1,241,BHARTI AXA LIFE INSURANCE,19-08-2016,1170,0
2440513,2,241,BHARTI AXA LIFE INSURANCE,21-08-2016,1170,0
2440514,3,241,BHARTI AXA LIFE INSURANCE,21-08-2016,1170,0
2440515,1,241,BHARTI AXA LIFE INSURANCE,21-08-2016,1170,0
2440516,1,241,BHARTI AXA LIFE INSURANCE,21-08-2016,1170,0
2440517,1,241,BHARTI AXA LIFE INSURANCE,22-08-2016,1170,0
2440518,1,241,BHARTI AXA LIFE INSURANCE,22-08-2016,1170,0
2440519,1,241,BHARTI AXA LIFE INSURANCE,23-08-2016,1170,0
2440520,1,241,BHARTI AXA LIFE INSURANCE,23-08-2016,1170,0
2440475,1,241,BHARTI AXA LIFE INSURANCE,24-08-2016,1170,0
2440521,1,241,BHARTI AXA LIFE INSURANCE,24-08-2016,1170,0
2440522,1,241,BHARTI AXA LIFE INSURANCE,24-08-2016,1170,0
2440476,1,241,BHARTI AXA LIFE INSURANCE,25-08-2016,1170,0
2440477,1,241,BHARTI AXA LIFE INSURANCE,25-08-2016,1170,0
2440478,1,241,BHARTI AXA LIFE INSURANCE,25-08-2016,1170,0
2440479,1,241,BHARTI AXA LIFE INSURANCE,25-08-2016,1170,0
2440480,1,241,BHARTI AXA LIFE INSURANCE,25-08-2016,1170,0
2440481,1,241,BHARTI AXA LIFE INSURANCE,26-08-2016,1170,0
2440527,1,241,BHARTI AXA LIFE INSURANCE,26-08-2016,1170,0
2440483,1,241,BHARTI AXA LIFE INSURANCE,26-08-2016,1170,0
2440484,1,241,BHARTI AXA LIFE INSURANCE,26-08-2016,1170,0
2440523,1,241,BHARTI AXA LIFE INSURANCE,26-08-2016,1170,0
2440524,1,241,BHARTI AXA LIFE INSURANCE,26-08-2016,1170,0
2440525,2,241,BHARTI AXA LIFE INSURANCE,26-08-2016,1170,0
2440526,1,241,BHARTI AXA LIFE INSURANCE,26-08-2016,1170,0
2440528,1,241,BHARTI AXA LIFE INSURANCE,26-08-2016,1170,0
2440485,1,241,BHARTI AXA LIFE INSURANCE,27-08-2016,1170,0
2440486,1,241,BHARTI AXA LIFE INSURANCE,27-08-2016,1170,0
2440487,1,241,BHARTI AXA LIFE INSURANCE,28-08-2016,1170,0
2440488,1,241,BHARTI AXA LIFE INSURANCE,28-08-2016,1170,0
2440529,1,241,BHARTI AXA LIFE INSURANCE,28-08-2016,1170,0
2440530,1,241,BHARTI AXA LIFE INSURANCE,28-08-2016,1170,0
2440531,1,241,BHARTI AXA LIFE INSURANCE,28-08-2016,1170,0
2440489,1,241,BHARTI AXA LIFE INSURANCE,29-08-2016,1170,0
2440532,1,241,BHARTI AXA LIFE INSURANCE,29-08-2016,1170,0
2440533,1,241,BHARTI AXA LIFE INSURANCE,29-08-2016,1170,0
2440534,2,241,BHARTI AXA LIFE INSURANCE,30-08-2016,1170,0
2440490,1,241,BHARTI AXA LIFE INSURANCE,31-08-2016,1170,0
2440535,1,378,BHARTI AXA LIFE INSURANCE,01-09-2016,1970,0
2440536,1,378,BHARTI AXA LIFE INSURANCE,02-09-2016,1970,0
2440537,1,378,BHARTI AXA LIFE INSURANCE,04-09-2016,1970,0
2440538,1,378,BHARTI AXA LIFE INSURANCE,06-09-2016,1970,0
2440539,1,378,BHARTI AXA LIFE INSURANCE,06-09-2016,1970,0
2440540,1,378,BHARTI AXA LIFE INSURANCE,06-09-2016,1970,0
2440541,1,378,BHARTI AXA LIFE INSURANCE,06-09-2016,1970,0
2440542,2,378,BHARTI AXA LIFE INSURANCE,06-09-2016,1970,0
2440543,3,378,BHARTI AXA LIFE INSURANCE,06-09-2016,1970,0
2440544,4,378,BHARTI AXA LIFE INSURANCE,06-09-2016,1970,0
2440545,1,378,BHARTI AXA LIFE INSURANCE,06-09-2016,1970,0
2440546,1,378,BHARTI AXA LIFE INSURANCE,07-09-2016,1970,0
2440547,1,378,BHARTI AXA LIFE INSURANCE,08-09-2016,1970,0
2440548,1,378,BHARTI AXA LIFE INSURANCE,08-09-2016,1970,0
2440549,1,378,BHARTI AXA LIFE INSURANCE,08-09-2016,1970,0
2440550,1,378,BHARTI AXA LIFE INSURANCE,12-09-2016,1970,0
2440551,1,378,BHARTI AXA LIFE INSURANCE,12-09-2016,1970,0
2440552,1,378,BHARTI AXA LIFE INSURANCE,12-09-2016,1970,0
2440553,2,378,BHARTI AXA LIFE INSURANCE,13-09-2016,1970,0
2440554,1,378,BHARTI AXA LIFE INSURANCE,14-09-2016,1970,0
2440555,1,378,BHARTI AXA LIFE INSURANCE,15-09-2016,1970,0
2440556,1,378,BHARTI AXA LIFE INSURANCE,15-09-2016,1970,0
2440557,1,378,BHARTI AXA LIFE INSURANCE,15-09-2016,1970,0
2440558,1,378,BHARTI AXA LIFE INSURANCE,18-09-2016,1970,0
2440559,1,378,BHARTI AXA LIFE INSURANCE,20-09-2016,1970,0
2440560,1,378,BHARTI AXA LIFE INSURANCE,20-09-2016,1970,0
2440561,1,378,BHARTI AXA LIFE INSURANCE,22-09-2016,1970,0
2440562,1,378,BHARTI AXA LIFE INSURANCE,23-09-2016,1970,0
2440563,1,378,BHARTI AXA LIFE INSURANCE,23-09-2016,1970,0
2440564,1,378,BHARTI AXA LIFE INSURANCE,23-09-2016,1970,0
2440565,1,378,BHARTI AXA LIFE INSURANCE,25-09-2016,1970,0
2440566,1,378,BHARTI AXA LIFE INSURANCE,25-09-2016,1970,0
2440567,1,378,BHARTI AXA LIFE INSURANCE,26-09-2016,1970,0
2440568,1,378,BHARTI AXA LIFE INSURANCE,26-09-2016,1970,0
2440569,1,378,BHARTI AXA LIFE INSURANCE,26-09-2016,1970,0
2440570,1,378,BHARTI AXA LIFE INSURANCE,27-09-2016,1970,0
2440571,1,378,BHARTI AXA LIFE INSURANCE,28-09-2016,1970,0
2440572,2,378,BHARTI AXA LIFE INSURANCE,29-09-2016,1970,0
2440573,3,378,BHARTI AXA LIFE INSURANCE,29-09-2016,1970,0
2440574,4,378,BHARTI AXA LIFE INSURANCE,29-09-2016,1970,0
2416100,1,124,BHARTI SAHAKARI BANK LTD,03-07-2016,1480,0
2416353,1,124,BHARTI SAHAKARI BANK LTD,03-07-2016,1480,0
2416396,1,124,BHARTI SAHAKARI BANK LTD,04-07-2016,1480,0
2416397,1,124,BHARTI SAHAKARI BANK LTD,04-07-2016,1480,0
2416398,1,124,BHARTI SAHAKARI BANK LTD,04-07-2016,1480,0
2448241,1,124,BHARTI SAHAKARI BANK LTD,06-07-2016,1480,0
2448242,1,124,BHARTI SAHAKARI BANK LTD,06-07-2016,1480,0
2448243,1,124,BHARTI SAHAKARI BANK LTD,06-07-2016,1480,0
2448263,1,124,BHARTI SAHAKARI BANK LTD,07-07-2016,1480,0
2448264,1,124,BHARTI SAHAKARI BANK LTD,07-07-2016,1480,0
2448377,1,124,BHARTI SAHAKARI BANK LTD,14-07-2016,1480,0
2448378,1,124,BHARTI SAHAKARI BANK LTD,14-07-2016,1480,0
2448379,1,124,BHARTI SAHAKARI BANK LTD,14-07-2016,1480,0
2448380,2,124,BHARTI SAHAKARI BANK LTD,14-07-2016,1480,0
2448390,1,124,BHARTI SAHAKARI BANK LTD,15-07-2015,1480,0
2448391,1,124,BHARTI SAHAKARI BANK LTD,15-07-2015,1480,0
2448422,1,124,BHARTI SAHAKARI BANK LTD,18-07-2015,1480,0
2448541,1,124,BHARTI SAHAKARI BANK LTD,20-07-2015,1480,0
2448542,2,124,BHARTI SAHAKARI BANK LTD,20-07-2015,1480,0
2448591,1,124,BHARTI SAHAKARI BANK LTD,27-07-2015,1480,0
2448592,1,124,BHARTI SAHAKARI BANK LTD,27-07-2015,1480,0
2448593,1,124,BHARTI SAHAKARI BANK LTD,27-07-2015,1480,0
2448595,1,124,BHARTI SAHAKARI BANK LTD,27-07-2015,1480,0
2448596,1,124,BHARTI SAHAKARI BANK LTD,27-07-2015,1480,0
2448597,1,124,BHARTI SAHAKARI BANK LTD,27-07-2015,1480,0
2448598,2,124,BHARTI SAHAKARI BANK LTD,27-07-2015,1480,0
2448599,1,124,BHARTI SAHAKARI BANK LTD,27-07-2015,1480,0
2448600,1,124,BHARTI SAHAKARI BANK LTD,27-07-2015,1480,0
2448638,1,124,BHARTI SAHAKARI BANK LTD,28-07-2015,1480,0
2448639,1,124,BHARTI SAHAKARI BANK LTD,28-07-2015,1480,0
2448640,1,124,BHARTI SAHAKARI BANK LTD,28-07-2015,1480,0
2448641,1,124,BHARTI SAHAKARI BANK LTD,28-07-2015,1480,0
2448651,1,124,BHARTI SAHAKARI BANK LTD,29-07-2015,1480,0
2448680,1,124,BHARTI SAHAKARI BANK LTD,31-07-2015,1480,0
2448721,1,242,BHARTI SAHAKARI BANK LTD,02-08-2015,1070,0
2448722,1,242,BHARTI SAHAKARI BANK LTD,02-08-2015,1070,0
2448723,1,242,BHARTI SAHAKARI BANK LTD,02-08-2015,1070,0
2448774,1,242,BHARTI SAHAKARI BANK LTD,04-08-2015,1070,0
2450901,2,242,BHARTI SAHAKARI BANK LTD,05-08-2015,1070,0
2450902,1,242,BHARTI SAHAKARI BANK LTD,05-08-2015,1070,0
2450903,1,242,BHARTI SAHAKARI BANK LTD,05-08-2015,1070,0
2450912,1,242,BHARTI SAHAKARI BANK LTD,05-08-2015,1070,0
2451010,1,242,BHARTI SAHAKARI BANK LTD,10-08-2015,1070,0
2451011,1,242,BHARTI SAHAKARI BANK LTD,10-08-2015,1070,0
2451012,1,242,BHARTI SAHAKARI BANK LTD,10-08-2015,1070,0
2451013,1,242,BHARTI SAHAKARI BANK LTD,10-08-2015,1070,0
2451014,1,242,BHARTI SAHAKARI BANK LTD,10-08-2015,1070,0
2451015,1,242,BHARTI SAHAKARI BANK LTD,10-08-2015,1070,0
2451016,1,242,BHARTI SAHAKARI BANK LTD,10-08-2015,1070,0
